Ref|Numero_dossier|Comite|Code_entreprise|Materiel|Resume|Adresse_pdf|Metier|Sexe|Age|Type_accident|Blessure|Deces|Circulation|Malaise|Suicide|Machine|Cause|Zone|Status|Zone_precise|Zone.Zone|Zone.Zone_NA
https://epicea.inrs.fr/servlet/public_display?unid=8A7A97FE52B7B251C125719D00527F85|9053|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|051402 - Voiture|La victime - ingénieur, cadre, âgé de 44 ans, embauché depuis huit ans - s'était arrêtée quelques instants avant l'accident pour prendre de l'essence. Il est donc peu probable qu'elle se soit assoupie au volant. Par ailleurs, le véhicule était apparemment en parfait état et n'avait que trois mois.|[]|ingénieur|Homme|44|NA|NA|Non|Non|Non|Non|véhicule|arrêt pour prendre de l'essence|NA|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=1CE9AB88B059E444C125719D005468F6|14301|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|290590 - Autre appareil mettant en oeuvre l'énergie chimique|La victime - un technicien chimiste de 31 ans - était en fin de poste et rangeait son matériel de sécurité dans des casiers placés dans un angle de l'atelier, à une dizaine de mètres du réacteur R2. L'accident s'est produit au cours de la fabrication d'une amine secondaire. Celle-ci est obtenue par réduction d'un imide par le borohydrure de sodium activité par le chlorure d'aluminium en milieu anhydre (solvants triglyme et chloroforme). Quinze minutes après le début de transvasement du contenu du 1er réacteur (imide/chlorure d'aluminium) dans le second (suspension de borohydrure) une explosion s'est produite à l'intérieur du 2ème réacteur. Les flammes se sont échappées par la jointure du trou d'homme et ont enflammé des vapeurs combustibles qui s'étaient répandues dans l'atelier. La victime, qui se trouvait dans l'atelier a été brûlée par les flammes.|[]|technicien chimiste|Homme|31|explosion|brûlures|Oui|Non|Non|Non|réacteur R2|manipulation de réacteurs en milieu anhydre, présence de vapeurs combustibles|posterieur|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=E9BFD526A86D78C0C125719D00531AFB|10255|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|430101 - Acide sulfurique|La victime est cariste magasinier - âgé de 28 ans - et de ce fait alimente les opérateurs en production. Le jour de l'accident, le magasinier était chargé d'une fabrication qui nécessitait 60 litres d'acide sulfurique. Pour les petites quantités, il est prévu des conteneurs inox de 100 litres, et le cariste se rend à la zone de dépotage. Donc, comme d'habitude, il prit le conteneur dans la zone prévue, mit ses gants et sa visière, et raccorda la canalisation d'acide sulfurique de la citerne au conteneur avec le tuyau de caoutchouc. Il s'est alors aperçu que ce tuyau avait été changé et forcé dans l'orifice. Il a ouvert la vanne d'un quart de tour ; quelques instants après, il recevait le tuyau en plein visage, et était aspergé d'acide. Il a reculé, perdu l'équilibre et est tombé sur le sol, perdant sa visière. Puis il a appelé un collègue à proximité, qui l'a emmené vers une douche de sécurité. Entre-temps, un autre opérateur a coupé la vanne d'arrivée. La victime a été transportée au CHR, souffrant de brûlures au visage, au tronc et au bras.|[]|magasinier|Homme|28|Chute|brûlures|Non|Non|Non|Non|citerne, conteneur|fausses pièces d'usure|NA|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=FE593F09943EEE39C125719D00543E6E|13890|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|170409 - Type de broyeur non précisé|"La victime, manutentionnaire, âgé de 22 ans, pilotait un ensemble de machines. Cet ensemble est constitué d'un broyeur de viande et d'un générateur de mousse qui alimentent une machine ""groupe de pompage de viande"" fabriquée par *** en 1996. La machine ""groupe de pompage de viande"" est constituée d'une cuve en inox au fond de laquelle une vis d'Archimède entraîne la viande mélangée à la mousse vers une pompe de transfert. L'accès à cette vis est protégé par une grille ""à découper par l'utilisateur suivant la position des broyeurs"" tel que précisé dans la notice d'instructions d'utilisation. Ces deux ouvertures ne furent pas renforcées par une cornière contrairement à l'ouverture existante pour le passage des sondes. Les salariées travaillant sur cet ensemble ont pour habitude de se servir de cette grille comme marchepied pour monter : un pied sur l'arrivée du broyeur, l'autre sur le boîtier de commande, afin de surveiller l'intérieur du broyeur dont l'ouverture se situe à plus de deux mètres de haut. Au cours du temps, les fils de la grille se sont dessoudés et le service maintenance a coupé ceux qui risquaient de tomber dans la cuve, jusqu'à enlever tout le grillage de la zone située entre les deux ouvertures de passage de produits. C'est ainsi que la victime, voulant regarder dans le broyeur, est montée sur le bord de la grille, a glissé et son pied gauche passant au travers du trou du grillage, s'est trouvé au fond de la cuve, entraîné par la vis d'Archimède. Elle a pu arrêter elle-même la machine, grâce à l'arrêt situé devant la machine."|[]|manutentionnaire|Homme|22|Chute|emporté dans la cuve par la vis d'Archimède|Non|Non|Non|Non|machine à laquelle le manutentionnaire était attaché|manque de prévision ou d'attention, fonctionnement anormal de la vis d'Archimède|coeur|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=4EAFF15E1190D17CC125719D0051A873|6921|G - Commerce non alimentaire|523AB - Commerce de parfums et produits de beauté et commerce de détail de produits pharmaceutiques|090200 - Ascenseur|La victime, 55 ans, est femme de ménage dans une pharmacie. Pour manutentionner les ordures, la victime utilise un conteneur-poubelle cubique sur roulettes de la ville. Le matin de l'accident, la victime seule descendait le conteneur au sous-sol, au moyen d'un ascenseur monte-charge ***. Lorsque la victime a commandé la descente de l'ascenseur, le conteneur a basculé contre elle en l'écrasant à la hauteur du thorax. Le conteneur, arc-bouté contre la victime, a provoqué son asphyxie et l'ascenseur s'est bloqué à environ 1,40 du sol du sous-sol.|[]|femme de ménage|Femme|55|Chute|asphyxie, contusion|Non|Non|Non|Non|ascenseur monte-charge|mauvais fonctionnement de l'ascenseur|torse|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=35CDAF415651503BC1257E91004A48C5|23842|D - Services, commerces et industries de l'alimentation|1089Z - Fabrication d'autres produits alimentaires n.c.a.|390901 - Vapeur|"Un chaudronnier de 25 ans effectue une maintenance industrielle dans un atelier de fermentation comportant des dômes de gros fermenteurs.
Il réalise une soudure sur une tuyauterie ouverte lorsque de la vapeur s'échappe par l'ouverture de l'installation (débitmètre déposé).
La vanne en amont est non consignée. Personne n'a émis de demande de consignation vers le service de maintenance.
Le chaudronnier reçoit sur lui ce flux important de vapeur sous pression et se protège le visage avec les avant-bras avant de s'enfuir.
La vapeur provenait d'un fermenteur en stérilisation connecté à la tuyauterie.
Le salarié a été hospitalisé souffrant de brûlures superficielles et sérieuses sur les avant-bras, au torse et au visage.
A noter qu'aucune visite préalable avant l'intervention n'a été réalisée. La vanne en amont n'a pas été consignée."|[]|chaudronnier|Homme|25|Exposition à la vapeur sous pression|Brûlures superficielles et sérieuses|Non|Non|Non|Non|atelier de fermentation|Soudure sur tuyauterie ouverte, Absence de consignation de la vanne en amont|NA|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=6C1EEACEF0083E4FC125719D00562512|18847|G - Commerce non alimentaire|514NA - Commerce de gros de produits pharmaceutiques|051401 - Cycle à deux roues, (motorisé ou non)|La victime - âgée de 45 ans, de sexe masculin, coordinateur technique - se rendait à la poste en moto pour déposer un courrier urgent lorsqu'un tracteur lui a coupé la route. La victime a été tuée sur le coup.|[]|coordinateur technique|Homme|45|Choc de voiture et moto|Mort|Oui|Non|Non|Non|tracteur|Véhicule qui a coupé la route|NA|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=82D696B175D91D27C125719D0054A762|14756|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|110101 - Ensacheuse|La victime est un ouvrier polyvalent, opérateur de presse, âgé de 43 ans. L'opérateur procédait à l'ensachage de sacs de farine de 50 kg sur un système d'ensachage nouvellement installé (ensacheuse ***, mise en service en 1996). Lors de la mise en place du sac vide dans la bouche de remplissage, son poignet droit a été coincé par les membranes de maintien du sac en position verticale. A noter le non respect du mode opératoire, le salarié devant maintenir des deux mains le sac vide tant que le système de positionnement automatique du sac de l'ensacheuse n'est pas enclenché.|[]|ouvrier polyvalent, opérateur de presse|Homme|43|Choquet|Emplât de poignet coincé|Non|Non|Non|Non|ensacheuse|Non respect du mode opératoire|main|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=D819E5E98D817081C125719D005599A6|17060|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|110190 - Autre type de machine à remplir, emballer, conditionner|Un contremaître de 51 ans approvisionnait une machine de façonnage en cartons prédécoupés. Cette machine sert à la mise en forme de barquettes en carton de dimensions 15 à 6 cm. Son fonctionnement est entièrement automatique sauf l'approvisionnement en cartons prédécoupés qui doivent être empilés manuellement à l'entrée. Au moment de l'accident, le salarié rechargeait la machine en cours de fonctionnement. L'extrémité de son doigt a été sectionnée entre le tiroir de transfert mobile et un montant fixe du bâti.|[]|contremaître|Homme|51|Chute|Sectionnement doigt|Non|Non|Non|Non|machine de façonnage|Manuel alimentation machine en fonctionnement|main|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=CB81FA0D58AC9AC3C125719D0053962D|11973|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|051402 - Voiture|La victime, 24 ans, agent commercial, conduisait un véhicule de fonction lorsqu'un tiers, au volant de sa voiture personnelle le heurta de face. Le choc fût mortel.|[]|agent commercial|Homme|24|accident de voiture|mortel|Oui|Non|Non|Non|vehicule de fonction|tiers heurta de face|tete|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=B3D932D93FC3E211C125719D0051B8D8|7110|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|270790 - Autre organe de transmission|Lors du démontage d'un pignon et d'un roulement positionnés sur un arbre, la victime - mécanicien, âgé de 42 ans -, ayant placé l'ensemble sur la presse hydraulique pour pousser l'arbre, a commandé la descente du vérin et la mise en pression de celui-ci. A ce moment, le roulement a explosé et la victime a reçu une partie de ce roulement dans l'oeil droit, provoquant une plaie.|[]|mécanicien|Homme|42|Explosion|Plaie oculaire droit|Non|Non|Non|Non|presse hydraulique|Roulement defectueux|tete|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=83D057C266C65679C1257A2A004CE2C8|22900|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|050714 - Élévateur à godets|Lors du contrôle de la qualité du produit en cours de fabrication (aliment pour bétail), un opérateur de production de 54 ans a introduit sa main à travers une trappe d'accès au sein de l'élévateur à godets. Cet élévateur était momentanément à l'arrêt à cause de ces cycles temporisés. A la fin d'un cycle, l'élévateur s'est remis automatiquement en marche. La main de la victime a été écrasée entre la partie fixe de l'équipement et les godets mobiles.|[]|opérateur de production|Homme|54|Écrasement|Ecrasement de la main|Non|Non|Non|Non|élévateur à godets|Introduction de la main dans une zone interdite, Arrêt automatique de l'équipement|main|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=EBE0B66C52E30AFAC125719D00531BB7|10261|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|998000 - Sans objet|La victime, âgée de 35 ans, de sexe masculin, directeur logistique, se trouvait en réunion de travail dans une salle de l'établissement. Au cours de cette activité, elle fut prise d'un malaise et décéda des suites de celui-ci, malgré l'intervention des secours.|[]|directeur logistique|Homme|35|malaise|NA|Oui|Non|Non|Non|NA|NA|tete|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=BF02191836C4B634C125719D00560479|18423|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|290128 - Autre type de séchoir|La victime, âgée de 51 ans, est agent de production dans une société de chimie organique de synthèse. Pour nettoyer un séchoir à poudre, l'opérateur a démonté la manchette de liaison qui permet de transférer la poudre de l'écluse rotatrice au séchoir. Après nettoyage, l'écluse qui comporte une trappe de nettoyage munie d'un contact de sécurité, a été remise en fonctionnement alors que la manchette de transfert n'avait pas été remontée. Pour évacuer quelques morceaux de poudre agglomérés, la victime a introduit sa main dans l'orifice de sortie de l'écluse qui s'est alors trouvée en contact avec les pales en rotation de l'écluse. La victime a été amputée de deux doigts à la main droite.|[]|agent de production|Homme|51|Amputation|Deux doigts de la main droite|Non|Non|Non|Non|séchoir à poudre|Manque de précautions|main|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=30AF864BCD71682EC125719D00529439|9210|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|040108 - Élément préfabriqué en béton|La victime - manutentionnaire, âgé de 36 ans - procédait à la repose d'une plaque de béton sur un caniveau dans lequel se trouvaient diverses canalisations. Le travail était exécuté dans la cour de la station des eaux résiduaires avec l'aide d'un chariot élévateur conduit par un cariste. La plaque mesurait 1,50 m x 0,50 m x 0,15 m. Son poids était d'environ 200 kg, elle était élinguée avec une chaîne fixée sur les deux anneaux de la plaque et levée avec une fourche de l'élévateur. La victime a tiré sur la plaque et la chaîne a glissé sur la fourche du chariot. La victime avait le pied droit sur le bord du caniveau, il a été écrasé par la plaque.|[]|manutentionnaire|Homme|36|Chute|Ecrasement|Non|Non|Non|Non|chariot élévateur|glissement de chaîne|pied|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=5C71BA5FE1E17D32C125719D005664BB|19675|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|050710 - Vis transporteuse|La victime - 57 ans, technicien de laboratoire - pour des besoins d'analyse, se rend seule, dans l'atelier de manière à prendre des échantillons de matière. Cette prise d'échantillons s'effectue habituellement sous une manchette souple d'alimentation d'un convoyeur à vis sans fin en fonctionnement. La victime enlève l'agrafe à retrait rapide de fixation de la manchette sur le convoyeur, cette opération laisse l'accès possible à la vis sans fin. La victime lève la manchette et la maintient avec le bras gauche, la positionnant dans l'axe de l'ouverture ainsi dégagée afin que la matière continue à s'écouler dans le convoyeur et positionne avec la main droite une boîte métallique sous la manchette afin de recueillir de la matière. La boîte lui échappe de la main et tombe dans le convoyeur par l'ouverture laissée libre du fait de l'enlèvement de la manchette. Voulant reprendre cette boîte la victime introduit la main dans le convoyeur, elle est entraînée par la vis sans fin. La victime se dégage seule, la main étant amputée d'une partie de la paume ainsi que de l'auriculaire, de l'annulaire et du majeur. Elle a été hospitalisée.|[]|Technicien de laboratoire|Homme|57|Chute|Amputation, Doigt, Main|Non|Non|Non|Non|Convoyeur à vis sans fin|Manque de garde|main|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=9D5E181C41C535CDC125719D0055A440|17200|E - Chimie, caoutchouc, plasturgie|274CG - Electrométallurgie et électrochimie associées. Métallurgie de l'aluminium et des autres métaux légers. Fabrication d'électrodes pour l'électrométallurgie et l'électrochimie en graphite, carbone amorphe, de charbon artificiel à usage électrique, d'abrasifs appliqués, de carbure de calcium et silicium, de siliciure de calcium et de corindon artificiel|050703 - Convoyeur à bandes|La victime est conducteur d'installation âgé de 43 ans. Entre le passage de deux sacs, elle a voulu enlever une étiquette collée sur le convoyeur de sortie de l'ensacheuse en marche. Cette étiquette étant particulièrement collée, son enlèvement n'était pas achevé lorsqu'elle est arrivée au niveau du rouleau intermédiaire. C'est alors que le membre supérieur droit a été entraîné entre le rouleau libre et le tambour inférieur du convoyeur. La victime souffre de fractures et de luxations du membre supérieur droit.|[]|conducteur d'installation|Homme|43|Chute|Fractures et luxations|Non|Non|Non|Non|ensacheuse|Manque d'attention|bras|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=2438378FFC40AD52C125719D005550AD|16134|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|150101 - Malaxeur|La victime - un granuleur, âgé de 33 ans - travaillait avec trois autres collègues sur le même poste de travail mais ils avaient des activités différentes. A un moment donné, la victime qui se trouvait au pesage, a pris la place d'un de ses collègues afin de faire un contrôle de texture du produit dans la cuve du mélangeur. Son collègue revenant à son poste de travail ne vit pas la victime qui avait la main dans la cuve et il mit en route le rotor de la cuve du mélangeur, ce qui coinça la main de la victime compte tenu de l'absence de protection de l'ouverture de la cuve et d'asservissement d'énergie.|[]|granuleur|Homme|33|Emaschage|Amputation de main|Non|Non|Non|Non|mélangeur|Absence de protection, Manque d'asservissement d'énergie|main|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=E635C35FB52443A7C125719D00556011|16335|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|130140 - Bouteille, flaconnage en verre|La victime - âgée de 30 ans, technicienne de laboratoire - travaille dans un laboratoire de recherche qui fabrique des aliments adaptés à l'enfant. Après autoclavage de flacons contenant du lactose, la victime décharge l'autoclave. Les flacons sont très chauds et la victime porte des gants de protection. Lors du mirage du lactose à travers le flacon de verre qui vient de sortir de l'autoclave, celui-ci explose, projetant le liquide chaud sur le visage de la technicienne de laboratoire. La victime est brûlée au visage.|[]|technicienne de laboratoire|Femme|30|Explosion|Brûlures au visage|Non|Non|Non|Non|autoclave|Manipulation de flacons chauds|tete|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=CCE5D621A5877EFBC125719D0050AFA9|3774|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|050710 - Vis transporteuse|Un produit ayant été refusé par le service qualité de l'entreprise à cause de la présence de particules métalliques par suite de la détérioration de la grille d'un granulateur ***, il devait être émotté. A cette fin, dans la nuit, trois personnes (le chef de quart, un mécanicien d'entretien et une personne de la production) installent une vis de transport à auge ouverte, récupérée sur le parc à ferrailles, au-dessus du granulateur. A 4 h du matin, la victime - 21 ans, sous contrat à durée déterminée, à ce poste depuis un jour - prend son poste de travail pour la deuxième fois, le chef de quart lui indique qu'elle doit faire prendre des sacs de 20 kg de produit, les ouvrir et les verser dans la vis de transport à auge ouverte. La vis de transport amène le produit dans le granulateur. Pour nettoyer le bord de l'auge, la victime utilise sa main droite qui est happée par la vis de transport, l'entraînant jusqu'à l'épaule.|[]|opérateur de production|Femme|21|emmaschage|amputation de la main|Non|Non|Non|Non|granulateur|défaut mécanique, manque d'entretien régulier|main|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=3F1533B1123A9A5EC125719D0054814A|14479|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|150102 - Mélangeur et pétrin|La victime - 30 ans, de sexe masculin, magasinier - charge le mélangeur de capacité de 1200 litres. Le chargement s'effectue machine en fonctionnement : elle introduit 12 fois 20 kg de préparation pigmentaire pour vernis à ongles non commercial. L'opérateur, après avoir chargé le mélangeur, descend de la mezzanine et va voir sa maîtrise pour demander de nouvelles instructions. Quelques instants plus tard les 240 kg de produit en cours de mélange s'enflamment provoquant l'explosion du mélangeur. Des particules de produit en flammes sont projetées sur trois opérateurs qui effectuent une opération de conditionnement dans une zone située en face du mélangeur. Les trois opérateurs sont grièvement brûlés sur le visage et le corps.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=BEE08289FF4D066CC125719D005365BB|11297|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|290390 - Autre appareil frigorifique|"Un opérateur 31 ans travaille sur machine de cryobroyage de plantes dans un laboratoire pharmaceutique. Il se trouve face à un dysfonctionnement de la machine. La vis sans fin de la cuve de précongélation est bloquée par un corps étranger dans le conduit d'évacuation. L'opérateur procède alors à l'ouverture des couvercles de la cuve ce qui provoqua l'arrêt du système d'entraînement et l'arrêt de l'injection d'azote liquide.
Quelques heures plus tard, son corps a été découvert inanimé dans la cuve, les jambes et le bassin ainsi que les mains et les avant-bras gelés. Il paraît vraisemblable que l’opérateur a subi un choc thermique important et suffoqué en respirant un air glacé nettement inférieur à zéro degré et où la proportion d'oxygène issu de l'air ambiant était incertaine."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=09187E258E31866EC125719D0054766E|14397|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|390901 - Vapeur|"Le salarié - âgé de 44 ans, chef d'équipe - avait déjà été impliqué dans un incident de même nature, dans les même conditions. Une étude a été menée par la maintenance et a conclu au bouchage de la base du couvercle de la cornue. A 5 h 24, le jour de l'accident, la chauffe de la cornue *** est arrêtée pour le nettoyage des plateaux. Entre 7 h 30 et 8 h 00 ( le moment exact n'est pas connu) les plateaux sont nettoyés. La porte de fermeture est remise en place. La chauffe de l'enceinte est remise en service à 7 h 55. Plus tard, un collègue de travail signale au salarié que la cornue ne redémarre pas normalement. Le salarié inspecte la cornue et ne peut établir de diagnostic. Il remet sa décision à un peu plus tard. Le salarié se rend au four électrique. Il revient pour se rendre derrière le four rotatif n° 1, afin d'interdire à l'entreprise extérieure d'approcher la cuve ***. La cornue est montée en pression. A 8 h 20 la vapeur de zinc pousse le couvercle ""blow box"" et un jet horizontal de vapeur, au ras du sol, s'est dirigé vers l'arrière, côté bassin, sur un périmètre de 8 mètres. Le salarié est pris par ce jet et est brûlé sur le corps. Les premières personnes qui ont vu le salarié sont des ouvriers qui travaillaient dans l'atelier. C'est un ouvrier qui, à la suite de l'explosion s'était dirigé vers l'extérieur, a entendu un cri, a vu la victime en feu. Avec un autre collègue, il l'a plaquée au sol et a éteint les flammes. Ensuite le salarié a été transporté sous la douche froide, en attendant l'arrivée des pompiers."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=AF27360D0D89647FC125719D0050FF14|4823|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|490203 - Accumulation, concentration d'autres gaz|La victime - un mécanicien de 25 ans, ouvrier qualifié - devait effectuer une opération de maintenance au fond d'une citerne ayant contenu des eaux de lavage et des pigments. Elle est descendue dans la cuve afin, semble-t-il, d'évaluer le travail à faire, sans porter son harnais de sécurité. Il semble qu'il y ait eu dégagement de sulfure d'hydrogène, ce qui provoqua l'asphyxie de la victime puis sa noyade dans les résidus restés au fond de la cuve. Une seconde personne descendue pour porter secours à la victime, est également décédée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=8FCDD63DF6B8D87FC125719D00548187|14480|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|150102 - Mélangeur et pétrin|La victime - 37 ans, de sexe masculin, ouvrier de fabrication - charge le mélangeur de capacité 1200 litres. Le chargement s'effectue machine en fonctionnement : elle introduit 12 fois 20 kg de préparation pigmentaire pour vernis à ongles non commercial. L'opérateur, après avoir chargé le mélangeur, descend de la mezzanine et va voir sa maîtrise pour demander de nouvelles instructions. Quelques instants plus tard les 240 kg de produit en cours de mélange s'enflamment provoquant l'explosion du mélangeur. Des particules de produit en flammes sont projetées sur trois opérateurs qui effectuent une opération de conditionnement dans une zone située en face du mélangeur. Les trois opérateurs sont grièvement brûlés sur le visage et le corps.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=0264EE63C6162166C125719D0054812C|14478|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|150102 - Mélangeur et pétrin|La victime - 55 ans, de sexe masculin, ouvrier de fabrication - charge le mélangeur de capacité 1200 litres. Le chargement s'effectue machine en fonctionnement : elle introduit 12 fois 20 kg de préparation pigmentaire pour vernis à ongles non commercial. L'opérateur, après avoir chargé le mélangeur, descend de la mezzanine et va voir sa maîtrise pour demander de nouvelles instructions. Quelques instants plus tard les 240 kg de produit en cours de mélange s'enflamment provoquant l'explosion du mélangeur. Des particules de produit en flammes sont projetées sur trois opérateurs qui effectuent une opération de conditionnement dans une zone située en face du mélangeur. Les trois opérateurs sont grièvement brûlés sur le visage et le corps.|[]||||||||||||||||
